Fecha_Hora,Escenario,Dispositivo,Conexion,VPN,Posicion_Esperada,Tipo_Lectura,Distancia_Real_m,Error_Horizontal_m,Latitud,Longitud,Precision_m,Tiempo_Geo_ms,Tiempo_RTT_ms,Tiempo_Backend_ms,Distancia_App_m,Radio_Geocerca_m,Validacion,Validacion_Correcta,Error
2026-08-05T10:13:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,2.84,-0.288399,-79.213199,9.43,1.79,96.81,136.14,0.1,10,Aceptada,Sí,
2026-08-05T16:36:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,18.33,-0.288401,-79.213201,102.33,3760.6,5284.05,168.23,0.1,10,Aceptada,Sí,
2026-08-05T20:50:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,2.47,-0.288281,-79.213081,14.74,870.36,113.13,158.18,13.38,10,Rechazada,Sí,
2026-08-05T08:06:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),2,10.27,-0.288401,-79.213201,88.29,3386.94,179.47,168.99,0.1,10,Aceptada,Sí,
2026-08-05T14:43:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,11.83,-0.288384,-79.213216,102.53,6.09,1833.39,162.3,1.85,10,Aceptada,Sí,
2026-08-06T03:41:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,8.94,-0.288548,-79.213348,112.01,3577.82,5464.41,154.34,16.66,10,Rechazada,Sí,
2026-08-05T14:15:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,9.02,-0.288477,-79.213123,102.35,4.47,2949.41,145.29,8.6,10,Aceptada,Sí,
2026-08-05T10:32:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,0.44,-0.288317,-79.213283,15.06,5.66,155.04,122.09,9.32,10,Aceptada,Sí,
2026-08-05T17:05:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,10.99,-0.288401,-79.213199,104.13,4.31,4330.76,133.09,0.1,10,Aceptada,Sí,
2026-08-05T14:29:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,10.03,-0.288244,-79.213356,121.29,4.95,2605.13,133.79,17.56,10,Rechazada,No,
2026-08-05T17:51:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,6.78,-0.288454,-79.213254,7.4,1155.95,5414.54,141.83,6.12,10,Aceptada,Sí,
2026-08-05T14:39:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,20.49,-0.288399,-79.213201,118.0,4.23,2382.76,134.28,0.1,10,Aceptada,Sí,
2026-08-05T10:23:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,6.13,-0.288437,-79.213163,11.12,4.22,197.74,116.11,4.21,10,Aceptada,Sí,
2026-08-05T08:39:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,11.96,-0.288219,-79.213019,106.64,4086.06,133.34,158.8,20.32,10,Rechazada,No,
2026-08-05T13:34:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,16.7,-0.288536,-79.213064,106.39,3617.61,2108.3,141.65,15.26,10,Rechazada,No,
2026-08-05T19:24:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,10.92,-0.288421,-79.213179,112.67,2567.68,156.68,165.41,2.4,10,Aceptada,No,
2026-08-05T13:44:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,12.96,-0.288401,-79.213199,115.95,3545.03,3284.27,146.54,0.1,10,Aceptada,Sí,
2026-08-05T15:49:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,2.36,-0.288399,-79.213199,16.17,4.93,3358.66,93.99,0.1,10,Aceptada,Sí,
2026-08-05T23:08:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),11,0.43,-0.288299,-79.213099,85.24,5.08,585.08,119.35,11.39,10,Rechazada,Sí,
2026-08-05T09:00:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,9.89,-0.288301,-79.213101,112.79,3.19,198.03,141.89,11.12,10,Rechazada,No,
2026-08-05T19:22:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,10.96,-0.288382,-79.213182,100.9,3351.6,201.84,159.0,1.97,10,Aceptada,No,
2026-08-05T18:06:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,17.42,-0.288201,-79.213399,9.22,1262.28,4334.71,175.79,22.37,10,Rechazada,No,
2026-08-05T23:38:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,7.29,-0.288239,-79.213361,10.26,1289.03,637.97,135.81,18.11,10,Rechazada,Sí,
2026-08-06T00:08:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,5.75,-0.288625,-79.213425,14.45,1489.3,727.77,139.27,25.24,10,Rechazada,Sí,
2026-08-05T10:15:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,2.44,-0.288401,-79.213199,12.87,3.66,212.39,163.38,0.1,10,Aceptada,Sí,
2026-08-05T21:50:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,2.71,-0.288245,-79.213355,6.37,3.97,199.57,132.17,17.41,10,Rechazada,Sí,
2026-08-05T23:12:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),20,11.05,-0.288149,-79.212949,98.95,3.1,601.6,129.22,28.21,10,Rechazada,Sí,
2026-08-06T04:55:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),20,15.15,-0.288138,-79.213462,97.84,4.07,4935.03,150.16,29.43,10,Rechazada,Sí,
2026-08-05T12:44:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,4.56,-0.28829,-79.21309,12.08,1352.81,495.58,135.99,12.39,10,Rechazada,No,
2026-08-05T14:00:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,10.55,-0.288548,-79.213052,104.68,2100.77,2242.89,104.56,16.66,10,Rechazada,No,
2026-08-05T08:11:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),2,11.7,-0.288401,-79.213199,97.7,2000.08,216.33,149.66,0.1,10,Aceptada,Sí,
2026-08-05T09:20:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,13.59,-0.288207,-79.213393,113.52,6.56,149.13,115.82,21.74,10,Rechazada,No,
2026-08-05T12:35:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,4.45,-0.288441,-79.213159,14.57,1681.26,762.43,124.93,4.6,10,Aceptada,Sí,
2026-08-05T21:20:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),20,3.93,-0.288243,-79.213043,6.08,1671.98,162.35,152.93,17.62,10,Rechazada,Sí,
2026-08-06T05:24:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,5.5,-0.28853,-79.21333,12.12,1593.65,4989.28,124.47,14.6,10,Rechazada,Sí,
2026-08-06T01:37:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,3.97,-0.288468,-79.213132,116.35,3.06,2311.68,122.45,7.59,10,Aceptada,No,
2026-08-05T10:51:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),2,7.26,-0.288399,-79.213201,88.78,2855.83,454.83,180.9,0.1,10,Aceptada,Sí,
2026-08-05T12:31:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,3.34,-0.288499,-79.213299,9.4,1189.53,376.46,147.15,11.08,10,Rechazada,No,
2026-08-05T19:18:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,17.53,-0.288401,-79.213201,133.45,2975.69,173.51,134.58,0.1,10,Aceptada,No,
2026-08-05T22:58:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),11,11.56,-0.288588,-79.213012,111.86,4.1,672.74,140.19,21.16,10,Rechazada,Sí,
2026-08-05T19:27:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,7.2,-0.288434,-79.213166,88.6,2607.47,168.95,154.61,3.86,10,Aceptada,No,
2026-08-05T21:45:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,3.46,-0.288326,-79.213126,13.05,4.11,153.03,175.21,8.35,10,Aceptada,No,
2026-08-05T09:03:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,11.06,-0.28851,-79.21331,106.38,4.51,182.89,143.66,12.32,10,Rechazada,No,
2026-08-06T01:34:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,2.35,-0.28848,-79.21312,90.27,2.44,3015.6,113.86,8.99,10,Aceptada,No,
2026-08-05T17:37:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,9.13,-0.288429,-79.213229,115.27,6.4,4498.86,143.69,3.23,10,Aceptada,Sí,
2026-08-05T13:05:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,4.06,-0.288352,-79.213152,11.59,4.63,883.85,126.8,5.37,10,Aceptada,Sí,
2026-08-05T13:22:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,1.94,-0.288496,-79.213296,12.92,5.29,654.01,154.54,10.8,10,Rechazada,No,
2026-08-05T09:30:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),2,1.75,-0.288405,-79.213205,7.86,1055.98,221.34,127.88,0.53,10,Aceptada,Sí,
2026-08-05T11:55:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,13.36,-0.288401,-79.213201,119.65,4.61,449.38,154.45,0.1,10,Aceptada,Sí,
2026-08-05T14:57:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,3.14,-0.288435,-79.213165,12.06,1770.75,3200.4,143.4,3.91,10,Aceptada,Sí,
2026-08-05T12:59:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,3.22,-0.288399,-79.213201,15.11,4.13,690.0,120.02,0.1,10,Aceptada,Sí,
2026-08-06T02:04:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,8.42,-0.288648,-79.212952,74.19,4.57,2266.95,141.42,27.91,10,Rechazada,Sí,
2026-08-05T19:10:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,5.37,-0.288441,-79.213159,11.75,2.58,4822.88,140.23,4.62,10,Aceptada,Sí,
2026-08-05T23:17:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),20,5.04,-0.288619,-79.212981,94.35,3.53,564.91,206.07,24.6,10,Rechazada,Sí,
2026-08-05T23:55:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,3.45,-0.2882,-79.2134,5.84,1226.31,586.15,141.25,22.5,10,Rechazada,Sí,
2026-08-05T11:18:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,13.7,-0.288401,-79.213201,118.01,2301.91,597.6,161.04,0.1,10,Aceptada,Sí,
2026-08-05T18:41:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,3.17,-0.288401,-79.213199,13.88,5.61,4629.95,114.45,0.1,10,Aceptada,Sí,
2026-08-05T17:27:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,7.54,-0.288385,-79.213185,111.8,3.96,4791.25,115.17,1.66,10,Aceptada,Sí,
2026-08-06T04:40:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,18.06,-0.288602,-79.213402,105.77,4.72,4639.06,178.61,22.72,10,Rechazada,Sí,
2026-08-05T08:14:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),2,12.89,-0.288313,-79.213113,112.97,2452.52,258.76,133.63,9.79,10,Aceptada,Sí,
2026-08-06T01:09:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,11.2,-0.288668,-79.213468,102.95,3243.66,3766.09,157.6,30.1,10,Rechazada,Sí,
2026-08-06T05:59:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,3.76,-0.288277,-79.213323,18.14,1.5,3911.63,100.82,13.86,10,Rechazada,Sí,
2026-08-05T18:22:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,14.23,-0.288399,-79.213199,10.81,1279.79,3788.97,134.03,0.1,10,Aceptada,Sí,
2026-08-05T11:09:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,13.82,-0.288589,-79.213389,116.59,3705.29,491.99,162.0,21.29,10,Rechazada,No,
2026-08-06T06:19:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),20,2.3,-0.288238,-79.213362,7.14,1.58,4619.96,163.54,18.22,10,Rechazada,Sí,
2026-08-05T22:09:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,17.0,-0.288399,-79.213201,71.05,2451.02,590.95,135.87,0.1,10,Aceptada,No,
2026-08-06T01:29:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,12.53,-0.28821,-79.21301,123.54,3.82,2728.24,169.68,21.3,10,Rechazada,Sí,
2026-08-05T09:13:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,16.77,-0.288399,-79.213199,95.75,7.61,189.64,150.63,0.1,10,Aceptada,Sí,
2026-08-05T15:45:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,0.01,-0.288418,-79.213182,5.7,4.09,2228.68,165.63,1.99,10,Aceptada,Sí,
2026-08-05T09:41:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,5.96,-0.288438,-79.213162,10.45,1400.9,173.66,137.29,4.3,10,Aceptada,Sí,
2026-08-06T04:51:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,19.87,-0.288138,-79.212938,82.38,3.33,5419.03,148.81,29.47,10,Rechazada,Sí,
2026-08-06T05:33:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,6.17,-0.288347,-79.213253,11.26,1597.36,5140.85,111.82,5.96,10,Aceptada,No,
2026-08-05T15:40:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,6.73,-0.288399,-79.213199,10.25,5.13,2794.94,103.72,0.1,10,Aceptada,Sí,
2026-08-05T17:19:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,15.91,-0.288621,-79.213421,98.04,3.57,4344.52,138.82,24.81,10,Rechazada,No,
2026-08-05T14:34:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,14.44,-0.288208,-79.213392,93.24,1.5,1997.9,141.64,21.56,10,Rechazada,No,
2026-08-06T02:22:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),11,5.53,-0.288263,-79.213337,13.73,1227.36,2874.23,136.76,15.35,10,Rechazada,Sí,
2026-08-06T01:23:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,12.08,-0.288313,-79.213113,104.22,2743.26,1868.33,130.33,9.73,10,Aceptada,No,
2026-08-05T09:52:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,1.85,-0.288493,-79.213293,13.24,1468.25,206.98,132.8,10.4,10,Rechazada,No,
2026-08-05T22:27:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,17.06,-0.288355,-79.213245,103.31,3151.48,130.02,134.05,5.02,10,Aceptada,No,
2026-08-05T17:00:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,7.47,-0.28846,-79.21326,105.98,6.29,4377.21,186.07,6.75,10,Aceptada,Sí,
2026-08-05T09:54:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,2.62,-0.288343,-79.213257,11.87,1296.16,146.34,142.7,6.42,10,Aceptada,Sí,
2026-08-05T16:02:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,7.1,-0.288437,-79.213237,13.14,2.88,2603.11,164.17,4.14,10,Aceptada,Sí,
2026-08-05T10:00:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,4.19,-0.288512,-79.213312,9.05,1154.96,179.09,152.21,12.6,10,Rechazada,No,
2026-08-05T13:14:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,4.46,-0.288288,-79.213312,7.71,3.52,897.47,161.86,12.64,10,Rechazada,No,
2026-08-06T03:45:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,14.25,-0.288401,-79.213201,100.4,3643.13,5404.01,168.47,0.1,10,Aceptada,No,
2026-08-06T01:55:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,9.06,-0.288168,-79.212968,93.51,3.54,2285.6,133.64,26.09,10,Rechazada,Sí,
